zoomlevel,regionId,regionSize,algorithm,rate,delta,waypointCost,computionCost,mappingCost,renderingCost,quality,qualityCost
12,5,0.0078125,1,1.0E-5,64,454,13,0,0,0.0,3
12,5,0.015625,0,0.01,0,456,0,0,0,0.30864197530864196,4
12,5,0.015625,0,0.005,0,453,0,0,0,0.2839506172839506,5
12,5,0.015625,0,0.001,0,447,0,0,0,0.04938271604938271,5
12,5,0.015625,0,5.0E-4,0,449,0,0,0,0.0,5
12,5,0.015625,0,1.0E-4,0,451,0,0,0,0.0,4
12,5,0.015625,0,5.0E-5,0,449,0,0,0,0.0,4
12,5,0.015625,0,1.0E-5,0,450,0,0,0,0.0,5
12,5,0.015625,1,0.01,0,448,22,0,0,0.43209876543209874,5
12,5,0.015625,1,0.01,4,445,25,1,0,0.9753086419753086,6
12,5,0.015625,1,0.01,8,451,30,0,1,1.0,11
12,5,0.015625,1,0.01,16,452,44,1,0,1.0,36
12,5,0.015625,1,0.01,32,447,97,0,0,1.0,140
12,5,0.015625,1,0.01,64,448,251,0,0,1.0,445
12,5,0.015625,1,0.005,0,468,28,0,1,0.3950617283950617,5
12,5,0.015625,1,0.005,4,469,24,0,0,0.9753086419753086,7
12,5,0.015625,1,0.005,8,475,25,0,0,1.0,9
12,5,0.015625,1,0.005,16,453,35,1,0,1.0,27
12,5,0.015625,1,0.005,32,452,73,0,0,1.0,103
12,5,0.015625,1,0.005,64,446,199,0,0,1.0,369
12,5,0.015625,1,0.001,0,447,20,0,0,0.13580246913580246,4
12,5,0.015625,1,0.001,4,453,20,0,0,0.9753086419753086,5
12,5,0.015625,1,0.001,8,449,21,0,0,1.0,5
12,5,0.015625,1,0.001,16,457,23,0,0,1.0,10
12,5,0.015625,1,0.001,32,451,33,0,0,1.0,32
12,5,0.015625,1,0.001,64,452,74,0,0,1.0,119
12,5,0.015625,1,5.0E-4,0,449,14,0,0,0.0,5
12,5,0.015625,1,5.0E-4,4,446,13,0,0,0.0,5
12,5,0.015625,1,5.0E-4,8,450,14,0,0,0.0,4
12,5,0.015625,1,5.0E-4,16,456,14,0,0,0.0,5
12,5,0.015625,1,5.0E-4,32,446,14,0,0,0.0,5
12,5,0.015625,1,5.0E-4,64,450,14,0,0,0.0,4
12,5,0.015625,1,1.0E-4,0,455,14,0,0,0.0,5
12,5,0.015625,1,1.0E-4,4,454,14,0,0,0.0,4
12,5,0.015625,1,1.0E-4,8,456,14,0,0,0.0,5
12,5,0.015625,1,1.0E-4,16,455,14,0,0,0.0,4
12,5,0.015625,1,1.0E-4,32,453,14,0,0,0.0,4
12,5,0.015625,1,1.0E-4,64,449,13,0,0,0.0,4
12,5,0.015625,1,5.0E-5,0,447,14,0,0,0.0,4
12,5,0.015625,1,5.0E-5,4,454,13,0,0,0.0,5
12,5,0.015625,1,5.0E-5,8,448,14,0,0,0.0,5
12,5,0.015625,1,5.0E-5,16,448,14,0,0,0.0,4
12,5,0.015625,1,5.0E-5,32,447,14,0,0,0.0,4
12,5,0.015625,1,5.0E-5,64,448,14,0,0,0.0,4
12,5,0.015625,1,1.0E-5,0,451,14,0,0,0.0,4
12,5,0.015625,1,1.0E-5,4,448,14,0,0,0.0,4
12,5,0.015625,1,1.0E-5,8,454,14,0,0,0.0,4
12,5,0.015625,1,1.0E-5,16,449,14,0,0,0.0,4
12,5,0.015625,1,1.0E-5,32,453,14,0,0,0.0,4
12,5,0.015625,1,1.0E-5,64,449,14,0,0,0.0,4
12,5,0.03125,0,0.01,0,480,1,0,0,0.3867403314917127,42
12,5,0.03125,0,0.005,0,485,0,0,1,0.30662983425414364,42
12,5,0.03125,0,0.001,0,479,0,0,0,0.19613259668508287,42
12,5,0.03125,0,5.0E-4,0,481,0,0,0,0.13812154696132597,41
12,5,0.03125,0,1.0E-4,0,484,0,0,0,0.03867403314917127,41
12,5,0.03125,0,5.0E-5,0,486,1,0,0,0.016574585635359115,42
12,5,0.03125,0,1.0E-5,0,485,0,0,0,0.0,42
12,5,0.03125,1,0.01,0,486,141,4,5,0.7817679558011049,46
12,5,0.03125,1,0.01,4,478,164,4,5,1.0,66
12,5,0.03125,1,0.01,8,479,232,3,3,1.0,113
12,5,0.03125,1,0.01,16,498,398,2,3,1.0,293
12,5,0.03125,1,0.01,32,501,744,2,2,1.0,988
12,5,0.03125,1,0.01,64,491,1653,1,2,1.0,2805
12,5,0.03125,1,0.005,0,503,139,3,3,0.6546961325966851,45
12,5,0.03125,1,0.005,4,504,148,3,3,1.0,58
12,5,0.03125,1,0.005,8,486,175,2,2,1.0,90
12,5,0.03125,1,0.005,16,479,271,1,2,1.0,227
12,5,0.03125,1,0.005,32,480,562,1,2,1.0,769
12,5,0.03125,1,0.005,64,496,1358,1,1,1.0,2262
12,5,0.03125,1,0.001,0,493,105,1,1,0.3729281767955801,43
12,5,0.03125,1,0.001,4,491,109,1,1,0.9779005524861878,48
12,5,0.03125,1,0.001,8,491,132,1,1,1.0,64
12,5,0.03125,1,0.001,16,495,179,1,1,1.0,129
12,5,0.03125,1,0.001,32,495,323,1,1,1.0,446
12,5,0.03125,1,0.001,64,483,732,1,1,1.0,1374
12,5,0.03125,1,5.0E-4,0,497,109,1,0,0.2983425414364641,43
12,5,0.03125,1,5.0E-4,4,504,107,1,1,0.9751381215469613,48
12,5,0.03125,1,5.0E-4,8,482,109,1,0,1.0,55
12,5,0.03125,1,5.0E-4,16,488,140,1,0,1.0,100
12,5,0.03125,1,5.0E-4,32,490,252,1,1,1.0,335
12,5,0.03125,1,5.0E-4,64,489,612,1,0,1.0,1159
12,5,0.03125,1,1.0E-4,0,505,98,0,1,0.1298342541436464,43
12,5,0.03125,1,1.0E-4,4,499,96,0,0,0.7209944751381215,43
12,5,0.03125,1,1.0E-4,8,484,98,0,0,0.93646408839779,47
12,5,0.03125,1,1.0E-4,16,485,111,1,0,1.0,65
12,5,0.03125,1,1.0E-4,32,485,157,0,1,1.0,173
12,5,0.03125,1,1.0E-4,64,482,326,1,0,1.0,575
12,5,0.03125,1,5.0E-5,0,486,93,0,0,0.0856353591160221,42
12,5,0.03125,1,5.0E-5,4,487,93,0,0,0.5911602209944752,50
12,5,0.03125,1,5.0E-5,8,500,107,0,0,0.8591160220994475,46
12,5,0.03125,1,5.0E-5,16,498,115,0,0,1.0,59
12,5,0.03125,1,5.0E-5,32,506,138,1,0,1.0,127
12,5,0.03125,1,5.0E-5,64,485,244,0,0,1.0,382
12,5,0.03125,1,1.0E-5,0,483,87,0,0,0.0,42
12,5,0.03125,1,1.0E-5,4,481,87,0,0,0.0,42
12,5,0.03125,1,1.0E-5,8,479,89,0,0,0.0,42
12,5,0.03125,1,1.0E-5,16,484,87,0,0,0.0,48
12,5,0.03125,1,1.0E-5,32,482,87,0,0,0.0,41
12,5,0.03125,1,1.0E-5,64,481,87,0,0,0.0,42
12,5,0.0625,0,0.01,0,529,1,2,2,0.4069379586390927,181
12,5,0.0625,0,0.005,0,529,2,1,1,0.3535690460306871,180
12,5,0.0625,0,0.001,0,531,1,0,0,0.19946631087391595,179
12,5,0.0625,0,5.0E-4,0,529,1,0,0,0.13942628418945963,179
12,5,0.0625,0,1.0E-4,0,533,2,1,0,0.0466977985323549,177
12,5,0.0625,0,5.0E-5,0,532,1,0,0,0.012675116744496331,179
12,5,0.0625,0,1.0E-5,0,533,1,0,0,0.0066711140760507,178
12,5,0.0625,1,0.01,0,533,616,13,17,0.7164776517678453,195
12,5,0.0625,1,0.01,4,547,724,13,18,0.9986657771847899,269
12,5,0.0625,1,0.01,8,551,1075,11,11,1.0,436
12,5,0.0625,1,0.01,16,532,1649,9,9,1.0,1113
12,5,0.0625,1,0.01,32,546,3078,7,8,1.0,3841
12,5,0.0625,1,0.01,64,543,6939,6,5,1.0,11670
12,5,0.0625,1,0.005,0,552,520,8,8,0.6144096064042696,188
12,5,0.0625,1,0.005,4,530,572,9,8,0.9733155436957972,234
12,5,0.0625,1,0.005,8,532,750,8,8,1.0,370
12,5,0.0625,1,0.005,16,544,1323,6,7,1.0,847
12,5,0.0625,1,0.005,32,530,2334,6,5,1.0,2945
12,5,0.0625,1,0.005,64,534,5220,5,4,1.0,8905
12,5,0.0625,1,0.001,0,531,459,3,3,0.39559706470980655,192
12,5,0.0625,1,0.001,4,547,495,4,3,0.9366244162775184,203
12,5,0.0625,1,0.001,8,557,520,3,3,0.9773182121414277,247
12,5,0.0625,1,0.001,16,536,672,3,3,1.0,472
12,5,0.0625,1,0.001,32,535,1196,2,3,1.0,1627
12,5,0.0625,1,0.001,64,528,2817,2,2,1.0,5260
12,5,0.0625,1,5.0E-4,0,545,452,2,2,0.2981987991994663,182
12,5,0.0625,1,5.0E-4,4,529,432,2,2,0.9312875250166778,193
12,5,0.0625,1,5.0E-4,8,530,468,2,2,0.9773182121414277,222
12,5,0.0625,1,5.0E-4,16,536,564,2,2,1.0,380
12,5,0.0625,1,5.0E-4,32,545,943,2,2,1.0,1202
12,5,0.0625,1,5.0E-4,64,537,2151,1,2,1.0,4082
12,5,0.0625,1,1.0E-4,0,549,439,0,1,0.10073382254836558,184
12,5,0.0625,1,1.0E-4,4,558,414,0,1,0.7091394262841895,182
12,5,0.0625,1,1.0E-4,8,538,424,0,1,0.933288859239493,212
12,5,0.0625,1,1.0E-4,16,538,455,1,1,1.0,241
12,5,0.0625,1,1.0E-4,32,535,572,1,1,1.0,526
12,5,0.0625,1,1.0E-4,64,555,1063,0,1,1.0,1639
12,5,0.0625,1,5.0E-5,0,535,401,0,1,0.05870580386924616,181
12,5,0.0625,1,5.0E-5,4,532,417,0,0,0.6711140760507005,181
12,5,0.0625,1,5.0E-5,8,529,424,0,1,0.9246164109406271,187
12,5,0.0625,1,5.0E-5,16,533,442,0,0,1.0,226
12,5,0.0625,1,5.0E-5,32,555,522,0,1,1.0,373
12,5,0.0625,1,5.0E-5,64,551,766,0,0,1.0,972
12,5,0.0625,1,1.0E-5,0,536,411,0,0,0.01134089392928619,178
12,5,0.0625,1,1.0E-5,4,531,425,0,0,0.1694462975316878,186
12,5,0.0625,1,1.0E-5,8,549,437,0,0,0.2968645763842562,185
12,5,0.0625,1,1.0E-5,16,547,419,0,0,0.5537024683122082,184
12,5,0.0625,1,1.0E-5,32,530,425,0,0,1.0,212
12,5,0.0625,1,1.0E-5,64,534,464,0,0,1.0,319
12,5,0.125,0,0.01,0,947,10,24,32,0.5231961985744654,2683
12,5,0.125,0,0.005,0,1007,9,12,15,0.4205326997624109,2720
12,5,0.125,0,0.001,0,992,9,3,2,0.2588470676503689,2664
12,5,0.125,0,5.0E-4,0,1010,9,1,1,0.19894960610228835,2654
12,5,0.125,0,1.0E-4,0,1007,9,0,0,0.08190571464299112,2649
12,5,0.125,0,5.0E-5,0,1011,9,0,0,0.05051894460422658,2652
12,5,0.125,0,1.0E-5,0,1018,9,0,0,0.009128423158684507,2653
12,5,0.125,1,0.01,0,1006,12608,143,183,0.8598224334125297,2783
12,5,0.125,1,0.01,4,957,14111,147,200,1.0,3526
12,5,0.125,1,0.01,8,930,19430,125,120,1.0,5252
12,5,0.125,1,0.01,16,969,27471,100,98,1.0,11344
12,5,0.125,1,0.01,32,943,48098,80,76,1.0,37511
12,5,0.125,1,0.01,64,936,102565,61,56,1.0,117645
12,5,0.125,1,0.005,0,956,9679,96,98,0.7671626860072527,2757
12,5,0.125,1,0.005,4,966,10564,98,93,0.9992497186444916,3252
12,5,0.125,1,0.005,8,960,14971,83,103,1.0,4400
12,5,0.125,1,0.005,16,939,21745,71,67,1.0,8756
12,5,0.125,1,0.005,32,927,36489,58,54,1.0,27748
12,5,0.125,1,0.005,64,940,75108,44,46,1.0,86607
12,5,0.125,1,0.001,0,946,7209,55,35,0.5329498561960735,2617
12,5,0.125,1,0.001,4,951,7511,36,37,0.9811179192197074,2782
12,5,0.125,1,0.001,8,962,8340,33,32,0.9986244841815681,3329
12,5,0.125,1,0.001,16,948,10742,30,28,1.0,5163
12,5,0.125,1,0.001,32,962,17716,25,26,1.0,14018
12,5,0.125,1,0.001,64,930,38544,21,20,1.0,44526
12,5,0.125,1,5.0E-4,0,925,6985,22,23,0.4347880455170689,2587
12,5,0.125,1,5.0E-4,4,998,7077,23,25,0.9543578842065774,2751
12,5,0.125,1,5.0E-4,8,972,7688,22,21,0.993747655370764,2984
12,5,0.125,1,5.0E-4,16,942,8886,18,20,1.0,4304
12,5,0.125,1,5.0E-4,32,941,12973,20,17,1.0,10510
12,5,0.125,1,5.0E-4,64,953,26446,14,15,1.0,32189
12,5,0.125,1,1.0E-4,0,941,6830,8,7,0.2550956608728273,2625
12,5,0.125,1,1.0E-4,4,950,6802,7,7,0.8889583593847693,2623
12,5,0.125,1,1.0E-4,8,963,7009,7,7,0.9812429661122921,2692
12,5,0.125,1,1.0E-4,16,950,7409,7,7,1.0,3217
12,5,0.125,1,1.0E-4,32,962,8866,7,6,1.0,5492
12,5,0.125,1,1.0E-4,64,925,13873,6,6,1.0,14742
12,5,0.125,1,5.0E-5,0,936,6692,4,5,0.18782043266224835,2592
12,5,0.125,1,5.0E-5,4,952,6675,4,4,0.7865449543578842,2632
12,5,0.125,1,5.0E-5,8,975,6825,4,4,0.9417281480555209,2658
12,5,0.125,1,5.0E-5,16,959,7094,4,4,0.9729898712017007,2914
12,5,0.125,1,5.0E-5,32,942,7947,3,5,1.0,4433
12,5,0.125,1,5.0E-5,64,958,11208,4,4,1.0,10374
12,5,0.125,1,1.0E-5,0,936,6741,1,1,0.08603226209828686,2522
12,5,0.125,1,1.0E-5,4,941,6694,1,1,0.6078529448543204,2635
12,5,0.125,1,1.0E-5,8,974,6730,2,1,0.7507815430786545,2615
12,5,0.125,1,1.0E-5,16,952,6801,1,1,0.8601975740902839,2648
12,5,0.125,1,1.0E-5,32,961,7020,1,1,1.0,3090
12,5,0.125,1,1.0E-5,64,955,8049,1,1,1.0,4997
12,5,0.25,0,0.01,0,1264,17,65,74,0.45131283810529094,6865
12,5,0.25,0,0.005,0,1247,16,31,38,0.38088797994458373,6704
12,5,0.25,0,0.001,0,1252,17,7,6,0.21219817917931125,6683
12,5,0.25,0,5.0E-4,0,1235,16,3,3,0.15780445969125215,6769
12,5,0.25,0,1.0E-4,0,1244,16,0,1,0.06099089589655628,6675
12,5,0.25,0,5.0E-5,0,1238,16,1,0,0.03889035492809078,6760
12,5,0.25,0,1.0E-5,0,1255,16,0,0,0.008774244623301227,6668
12,5,0.25,1,0.01,0,1233,30132,340,416,0.797730571315477,7042
12,5,0.25,1,0.01,4,1276,34645,334,420,0.9979878611954084,8893
12,5,0.25,1,0.01,8,1300,50979,294,268,0.9996701411795751,12718
12,5,0.25,1,0.01,16,1243,77956,246,236,1.0,28555
12,5,0.25,1,0.01,32,1265,149736,221,175,1.0,95344
12,5,0.25,1,0.01,64,1232,362375,160,155,1.0,307880
12,5,0.25,1,0.005,0,1308,23447,227,279,0.6976184193165326,6958
12,5,0.25,1,0.005,4,1323,26395,222,238,0.9974930729647711,8224
12,5,0.25,1,0.005,8,1277,37525,205,187,0.9995052117693627,10770
12,5,0.25,1,0.005,16,1306,58824,171,166,1.0,21801
12,5,0.25,1,0.005,32,1253,110398,142,138,1.0,69570
12,5,0.25,1,0.005,64,1245,255480,115,110,1.0,223895
12,5,0.25,1,0.001,0,1266,18919,85,84,0.44171394643092754,6810
12,5,0.25,1,0.001,4,1309,19838,84,101,0.9707085367462726,7168
12,5,0.25,1,0.001,8,1246,22227,76,76,0.99402955535031,8399
12,5,0.25,1,0.001,16,1286,28813,70,70,1.0,12725
12,5,0.25,1,0.001,32,1322,48945,63,61,1.0,33684
12,5,0.25,1,0.001,64,1251,116917,51,51,1.0,108013
12,5,0.25,1,5.0E-4,0,1249,18432,53,54,0.3464507190922285,6851
12,5,0.25,1,5.0E-4,4,1344,18850,54,54,0.9203061089853543,7015
12,5,0.25,1,5.0E-4,8,1316,20431,49,50,0.9800435413642961,7686
12,5,0.25,1,5.0E-4,16,1326,24299,46,46,0.9986805647183006,10812
12,5,0.25,1,5.0E-4,32,1253,38125,41,41,1.0,24890
12,5,0.25,1,5.0E-4,64,1239,82149,35,36,1.0,77383
12,5,0.25,1,1.0E-4,0,1248,17928,17,18,0.1832695606280512,6678
12,5,0.25,1,1.0E-4,4,1316,18102,17,17,0.7522760258609316,6804
12,5,0.25,1,1.0E-4,8,1292,18525,16,16,0.8682214012402691,7039
12,5,0.25,1,1.0E-4,16,1292,19871,16,16,0.9603509697849321,8193
12,5,0.25,1,1.0E-4,32,1287,24447,15,15,0.9945243435809473,13482
12,5,0.25,1,1.0E-4,64,1231,41454,14,14,1.0,34117
12,5,0.25,1,5.0E-5,0,1255,17788,10,11,0.1332959493336852,6848
12,5,0.25,1,5.0E-5,4,1364,17685,11,10,0.6822469982847341,6808
12,5,0.25,1,5.0E-5,8,1373,18017,10,11,0.7844042749703127,6942
12,5,0.25,1,5.0E-5,16,1374,18794,9,11,0.8789088270220345,7655
12,5,0.25,1,5.0E-5,32,1280,21885,10,10,0.972225887320227,11377
12,5,0.25,1,5.0E-5,64,1310,32953,9,10,1.0,24256
12,5,0.25,1,1.0E-5,0,1322,17482,3,3,0.05257949597572239,6718
12,5,0.25,1,1.0E-5,4,1441,17605,3,3,0.4492347275366143,6790
12,5,0.25,1,1.0E-5,8,1358,17633,3,4,0.597836126138013,6824
12,5,0.25,1,1.0E-5,16,1374,17883,3,3,0.7436337247658003,7038
12,5,0.25,1,1.0E-5,32,1327,18930,3,3,0.8851431587280644,8164
12,5,0.25,1,1.0E-5,64,1303,22424,3,3,0.9962396094471566,12729
12,5,0.5,0,0.01,0,1467,24,107,128,0.3911170260759722,11857
12,5,0.5,0,0.005,0,1560,19,53,70,0.31235901831634033,11503
12,5,0.5,0,0.001,0,1479,20,11,9,0.16331318235134892,11654
12,5,0.5,0,5.0E-4,0,1594,18,5,5,0.1178494090047821,11514
12,5,0.5,0,1.0E-4,0,1532,20,1,1,0.040286925922584135,11537
12,5,0.5,0,5.0E-5,0,1578,18,1,0,0.024418027609852927,11381
12,5,0.5,0,1.0E-5,0,1577,18,0,1,0.00602273752594063,11596
12,5,0.5,1,0.01,0,1607,48715,628,650,0.7271835243165208,12038
12,5,0.5,1,0.01,4,1456,60828,586,644,0.9957931065595957,15719
12,5,0.5,1,0.01,8,1467,96183,563,451,0.9997180366326807,24157
12,5,0.5,1,0.01,16,1455,171704,485,425,0.9998759361183795,56453
12,5,0.5,1,0.01,32,1619,388590,386,378,1.0,195798
12,5,0.5,1,0.01,64,1480,1052833,308,297,1.0,670798
12,5,0.5,1,0.005,0,1459,40587,437,332,0.6159320581070107,12151
12,5,0.5,1,0.005,4,1613,47732,382,393,0.9881124244338175,14200
12,5,0.5,1,0.005,8,1518,68661,357,322,0.9985901831634034,19636
12,5,0.5,1,0.005,16,1598,121114,302,301,0.9998759361183795,41849
12,5,0.5,1,0.005,32,1456,272556,266,287,0.9999097717224578,139421
12,5,0.5,1,0.005,64,1463,733469,216,211,1.0,475528
12,5,0.5,1,0.001,0,1455,34419,213,129,0.3772444284038618,12189
12,5,0.5,1,0.001,4,1737,36400,143,141,0.9298024000721826,13201
12,5,0.5,1,0.001,8,1618,42079,137,146,0.9773188667328341,14645
12,5,0.5,1,0.001,16,1453,58222,120,122,0.9964134259676983,22704
12,5,0.5,1,0.001,32,1544,114038,108,109,0.9999097717224578,63394
12,5,0.5,1,0.001,64,1476,306120,95,98,1.0,217354
12,5,0.5,1,5.0E-4,0,1495,33675,88,92,0.29314039519985563,12464
12,5,0.5,1,5.0E-4,4,1560,35058,88,91,0.8856469367499774,12770
12,5,0.5,1,5.0E-4,8,1567,38374,83,84,0.956036271767572,13893
12,5,0.5,1,5.0E-4,16,1526,48632,79,76,0.9876048903726428,18813
12,5,0.5,1,5.0E-4,32,1463,84405,70,72,0.9989623748082649,45929
12,5,0.5,1,5.0E-4,64,1447,208444,63,64,1.0,148978
12,5,0.5,1,1.0E-4,0,1449,32672,28,29,0.14741044843453938,12231
12,5,0.5,1,1.0E-4,4,1519,33072,32,31,0.7121041234322837,12440
12,5,0.5,1,1.0E-4,8,1719,33702,27,29,0.8333032572408192,12826
12,5,0.5,1,1.0E-4,16,1727,37126,26,28,0.9183434088243255,14582
12,5,0.5,1,1.0E-4,32,1585,50019,26,25,0.9626680501669224,23575
12,5,0.5,1,1.0E-4,64,1446,96810,23,24,0.9948682667147885,63062
12,5,0.5,1,5.0E-5,0,1461,32577,16,17,0.10507082919787061,12254
12,5,0.5,1,5.0E-5,4,1565,32732,17,18,0.5966344852476766,12283
12,5,0.5,1,5.0E-5,8,1687,32973,17,17,0.722559325092484,12609
12,5,0.5,1,5.0E-5,16,1600,35174,16,17,0.8351642154651268,13731
12,5,0.5,1,5.0E-5,32,1528,43368,16,17,0.946257782188938,19328
12,5,0.5,1,5.0E-5,64,1468,72084,14,15,0.9904583596499142,43208
12,5,0.5,1,1.0E-5,0,1613,32201,5,6,0.03335062708652892,12283
12,5,0.5,1,1.0E-5,4,1574,32430,5,6,0.3443562212397365,12245
12,5,0.5,1,1.0E-5,8,1669,32470,5,5,0.49535324370657763,12307
12,5,0.5,1,1.0E-5,16,1525,33108,4,5,0.6586664260579266,12709
12,5,0.5,1,1.0E-5,32,1624,35476,5,6,0.7643462961292069,14897
12,5,0.5,1,1.0E-5,64,1461,45722,5,5,0.9060610845438961,22120
12,6,0.0078125,0,0.01,0,469,0,0,0,0.0,0
12,6,0.0078125,0,0.005,0,465,0,0,0,0.0,0
12,6,0.0078125,0,0.001,0,475,0,0,0,0.0,0
12,6,0.0078125,0,5.0E-4,0,465,0,0,0,0.0,0
12,6,0.0078125,0,1.0E-4,0,471,0,0,0,0.0,0
12,6,0.0078125,0,5.0E-5,0,454,0,0,0,0.0,0
12,6,0.0078125,0,1.0E-5,0,449,0,0,0,0.0,0
12,6,0.0078125,1,0.01,0,450,5,0,0,0.0,0
12,6,0.0078125,1,0.01,4,445,0,0,0,0.0,0
12,6,0.0078125,1,0.01,8,447,0,0,0,0.0,0
12,6,0.0078125,1,0.01,16,446,0,0,0,0.0,0
12,6,0.0078125,1,0.01,32,455,0,0,0,0.0,0
12,6,0.0078125,1,0.01,64,454,0,0,0,0.0,0
12,6,0.0078125,1,0.005,0,454,0,0,0,0.0,0
12,6,0.0078125,1,0.005,4,454,0,0,0,0.0,0
12,6,0.0078125,1,0.005,8,455,0,0,0,0.0,0
12,6,0.0078125,1,0.005,16,455,0,0,0,0.0,0
12,6,0.0078125,1,0.005,32,453,0,0,0,0.0,0
12,6,0.0078125,1,0.005,64,452,0,0,0,0.0,0
12,6,0.0078125,1,0.001,0,447,0,0,0,0.0,0
12,6,0.0078125,1,0.001,4,445,0,0,0,0.0,0
12,6,0.0078125,1,0.001,8,444,0,0,0,0.0,0
12,6,0.0078125,1,0.001,16,447,0,0,0,0.0,0
12,6,0.0078125,1,0.001,32,451,0,0,0,0.0,0
12,6,0.0078125,1,0.001,64,454,0,0,0,0.0,0
12,6,0.0078125,1,5.0E-4,0,446,0,0,0,0.0,0
12,6,0.0078125,1,5.0E-4,4,446,0,0,0,0.0,0
12,6,0.0078125,1,5.0E-4,8,445,0,0,0,0.0,0
12,6,0.0078125,1,5.0E-4,16,448,0,0,0,0.0,0
12,6,0.0078125,1,5.0E-4,32,447,0,0,0,0.0,0
12,6,0.0078125,1,5.0E-4,64,450,0,0,0,0.0,0
12,6,0.0078125,1,1.0E-4,0,447,0,0,0,0.0,0
12,6,0.0078125,1,1.0E-4,4,451,0,0,0,0.0,0
12,6,0.0078125,1,1.0E-4,8,449,0,0,0,0.0,0
12,6,0.0078125,1,1.0E-4,16,445,0,0,0,0.0,0
12,6,0.0078125,1,1.0E-4,32,444,0,0,0,0.0,0
12,6,0.0078125,1,1.0E-4,64,444,0,0,0,0.0,0
12,6,0.0078125,1,5.0E-5,0,450,0,0,0,0.0,0
12,6,0.0078125,1,5.0E-5,4,450,0,0,0,0.0,0
12,6,0.0078125,1,5.0E-5,8,449,0,0,0,0.0,0
12,6,0.0078125,1,5.0E-5,16,446,0,0,0,0.0,0
12,6,0.0078125,1,5.0E-5,32,452,0,0,0,0.0,0
12,6,0.0078125,1,5.0E-5,64,448,0,0,0,0.0,0
12,6,0.0078125,1,1.0E-5,0,446,0,0,0,0.0,0
12,6,0.0078125,1,1.0E-5,4,446,0,0,0,0.0,0
12,6,0.0078125,1,1.0E-5,8,448,0,0,0,0.0,0
12,6,0.0078125,1,1.0E-5,16,451,0,0,0,0.0,0
12,6,0.0078125,1,1.0E-5,32,450,0,0,0,0.0,0
12,6,0.0078125,1,1.0E-5,64,446,0,0,0,0.0,0
12,6,0.015625,0,0.01,0,447,0,0,0,0.0,0
12,6,0.015625,0,0.005,0,446,0,0,0,0.0,0
12,6,0.015625,0,0.001,0,448,0,0,0,0.0,0
12,6,0.015625,0,5.0E-4,0,448,0,0,0,0.0,0
12,6,0.015625,0,1.0E-4,0,451,0,0,0,0.0,0
12,6,0.015625,0,5.0E-5,0,451,0,0,0,0.0,0
12,6,0.015625,0,1.0E-5,0,456,0,0,0,0.0,0
12,6,0.015625,1,0.01,0,454,0,0,0,0.0,0
12,6,0.015625,1,0.01,4,455,0,0,0,0.0,0
12,6,0.015625,1,0.01,8,454,0,0,0,0.0,0
12,6,0.015625,1,0.01,16,454,0,0,0,0.0,0
12,6,0.015625,1,0.01,32,456,0,0,0,0.0,0
12,6,0.015625,1,0.01,64,450,0,0,0,0.0,0
12,6,0.015625,1,0.005,0,447,0,0,0,0.0,0
12,6,0.015625,1,0.005,4,446,0,0,0,0.0,0
12,6,0.015625,1,0.005,8,448,0,0,0,0.0,0
12,6,0.015625,1,0.005,16,447,0,0,0,0.0,0
12,6,0.015625,1,0.005,32,451,0,0,0,0.0,0
12,6,0.015625,1,0.005,64,448,0,0,0,0.0,0
12,6,0.015625,1,0.001,0,450,0,0,0,0.0,0
12,6,0.015625,1,0.001,4,450,0,0,0,0.0,0
12,6,0.015625,1,0.001,8,450,0,0,0,0.0,0
12,6,0.015625,1,0.001,16,451,0,0,0,0.0,0
12,6,0.015625,1,0.001,32,453,0,0,0,0.0,0
12,6,0.015625,1,0.001,64,452,0,0,0,0.0,0
12,6,0.015625,1,5.0E-4,0,453,0,0,0,0.0,0
12,6,0.015625,1,5.0E-4,4,450,0,0,0,0.0,0
12,6,0.015625,1,5.0E-4,8,447,0,0,0,0.0,0
12,6,0.015625,1,5.0E-4,16,449,0,0,0,0.0,0
12,6,0.015625,1,5.0E-4,32,453,0,0,0,0.0,0
12,6,0.015625,1,5.0E-4,64,454,0,0,0,0.0,0
12,6,0.015625,1,1.0E-4,0,456,0,0,0,0.0,0
12,6,0.015625,1,1.0E-4,4,455,0,0,0,0.0,0
12,6,0.015625,1,1.0E-4,8,455,0,0,0,0.0,0
12,6,0.015625,1,1.0E-4,16,455,0,0,0,0.0,0
12,6,0.015625,1,1.0E-4,32,453,0,0,0,0.0,0
12,6,0.015625,1,1.0E-4,64,454,0,0,0,0.0,0
12,6,0.015625,1,5.0E-5,0,455,0,0,0,0.0,0
12,6,0.015625,1,5.0E-5,4,455,0,0,0,0.0,0
12,6,0.015625,1,5.0E-5,8,449,0,0,0,0.0,0
12,6,0.015625,1,5.0E-5,16,445,0,0,0,0.0,0
12,6,0.015625,1,5.0E-5,32,460,0,0,0,0.0,0
12,6,0.015625,1,5.0E-5,64,451,0,0,0,0.0,0
12,6,0.015625,1,1.0E-5,0,447,0,0,0,0.0,0
12,6,0.015625,1,1.0E-5,4,451,0,0,0,0.0,0
12,6,0.015625,1,1.0E-5,8,451,0,0,0,0.0,0
12,6,0.015625,1,1.0E-5,16,455,0,0,0,0.0,0
12,6,0.015625,1,1.0E-5,32,456,0,0,0,0.0,0
